SLOID,status
ch:1:sloid:79559:0:139077,1
ch:1:sloid:77156::1,1
ch:1:sloid:91926:1:1,1
ch:1:sloid:89784::2,0
ch:1:sloid:89784::3,1
ch:1:sloid:89788::2,0
ch:1:sloid:89788::6,0
ch:1:sloid:79567:0:380753,0
ch:1:sloid:96009:0:979811,1
ch:1:sloid:77147::5,0
ch:1:sloid:89693::2,1
ch:1:sloid:90084:0:1,1
ch:1:sloid:76794:1:1,1
ch:1:sloid:89815::3,1
ch:1:sloid:89773::3,0
ch:1:sloid:89836::1,1
ch:1:sloid:77164::4,1
ch:1:sloid:77171::1,1
ch:1:sloid:89840::4,0
ch:1:sloid:94315:1:1,1
ch:1:sloid:82481:1:1,1
ch:1:sloid:5430::2,0
ch:1:sloid:77169::4,0
ch:1:sloid:89227:0:2,1
ch:1:sloid:91908:1:2,1
ch:1:sloid:76864:1:1,1
ch:1:sloid:71435:0:16,1
ch:1:sloid:89700::1,1
ch:1:sloid:89697::2,1
ch:1:sloid:89683::3,1
ch:1:sloid:89695::2,0
ch:1:sloid:89838::1,0
ch:1:sloid:79562:0:506806,1
ch:1:sloid:90463::50,1
ch:1:sloid:90825::50,1
ch:1:sloid:6897::50,1
ch:1:sloid:90879::50,1
ch:1:sloid:91833::50,1
ch:1:sloid:91833::50,1
ch:1:sloid:3175::50,1
ch:1:sloid:73520::50,1
ch:1:sloid:73534::50,1
ch:1:sloid:94543::50,1
ch:1:sloid:95439::50,1
ch:1:sloid:88031::50,1
ch:1:sloid:80268::50,1
ch:1:sloid:91399::50,1
ch:1:sloid:3155::50,1
ch:1:sloid:81539::50,1
ch:1:sloid:88553::50,1
ch:1:sloid:90462::50,1
ch:1:sloid:73447::50,1
ch:1:sloid:73510::50,1
ch:1:sloid:73515::50,1
ch:1:sloid:90996::50,1
ch:1:sloid:91393::50,1
ch:1:sloid:2991::50,1
ch:1:sloid:3172::50,1
ch:1:sloid:3392::50,1
ch:1:sloid:90614::50,1
ch:1:sloid:90901::50,1
ch:1:sloid:90475::50,1
ch:1:sloid:90494::50,1
ch:1:sloid:90494::50,1
ch:1:sloid:90501::50,1
ch:1:sloid:73545::50,1
ch:1:sloid:73726::50,1
ch:1:sloid:72603::50,1
ch:1:sloid:73568::50,1
ch:1:sloid:76116::50,1
ch:1:sloid:76177::50,1
ch:1:sloid:80263::50,1
ch:1:sloid:80256::50,1
ch:1:sloid:90644::50,1
ch:1:sloid:90964::50,1
ch:1:sloid:75933::50,1
ch:1:sloid:75933::50,1
ch:1:sloid:75948::50,1
ch:1:sloid:75975::50,1
ch:1:sloid:76001::50,1
ch:1:sloid:76017::50,1
ch:1:sloid:76008::50,1
ch:1:sloid:76018::50,1
ch:1:sloid:76107::50,1
ch:1:sloid:94250::50,1
ch:1:sloid:95262::50,1
ch:1:sloid:76108::50,1
ch:1:sloid:76205::50,1
ch:1:sloid:76243::50,1
ch:1:sloid:76248::50,1
ch:1:sloid:76283::50,1
ch:1:sloid:79968::50,1
ch:1:sloid:73182::50,1
ch:1:sloid:75991::50,1
ch:1:sloid:3798::50,1
ch:1:sloid:80260::50,1
ch:1:sloid:80635::50,1
ch:1:sloid:80885::50,1
ch:1:sloid:87010::50,1
ch:1:sloid:6865::50,1
ch:1:sloid:6878::50,1
ch:1:sloid:6894::50,1
ch:1:sloid:73203::50,1
ch:1:sloid:90927::50,1
ch:1:sloid:87945::50,1
ch:1:sloid:88006::50,1
ch:1:sloid:88012::50,1
ch:1:sloid:90541::50,1
ch:1:sloid:90563::50,1
ch:1:sloid:87680::50,1
ch:1:sloid:87956::50,1
ch:1:sloid:90673::50,1
ch:1:sloid:90868::50,1
ch:1:sloid:90593::50,1
ch:1:sloid:90645::50,1
ch:1:sloid:90705::50,1
ch:1:sloid:90751::50,1
ch:1:sloid:90768::50,1
ch:1:sloid:90818::50,1
ch:1:sloid:3689::50,1
ch:1:sloid:88311::50,1
ch:1:sloid:76030::50,1
ch:1:sloid:3694::50,1
ch:1:sloid:87020::50,1
ch:1:sloid:90736::50,1
ch:1:sloid:95912::50,1
ch:1:sloid:75955::50,1
ch:1:sloid:6859::50,1
ch:1:sloid:6889::50,1
ch:1:sloid:72595::50,1
ch:1:sloid:90685::50,1
ch:1:sloid:90819::50,1
ch:1:sloid:91300::50,1
ch:1:sloid:91413::50,1
ch:1:sloid:91382::21,1
ch:1:sloid:91101::21,1
ch:1:sloid:91206::21,1
ch:1:sloid:91206::21,1
ch:1:sloid:3554::50,1
ch:1:sloid:90922::50,1
ch:1:sloid:3165::50,1
ch:1:sloid:3180::50,1
ch:1:sloid:3194::50,1
ch:1:sloid:91088::21,1
ch:1:sloid:91150::21,1
ch:1:sloid:73267::50,1
ch:1:sloid:3519::50,1
ch:1:sloid:3785::50,1
ch:1:sloid:91302::21,1
ch:1:sloid:91355::21,1
ch:1:sloid:91160::22,1
ch:1:sloid:90675::50,1
ch:1:sloid:3958::50,1
ch:1:sloid:72605::50,1
ch:1:sloid:73211::50,1
ch:1:sloid:91349::22,1
ch:1:sloid:91407::22,1
ch:1:sloid:2885::50,1
ch:1:sloid:73661::50,1
ch:1:sloid:73682::50,1
ch:1:sloid:80299::50,1
ch:1:sloid:80296::50,1
ch:1:sloid:75941::50,1
ch:1:sloid:76153::50,1
ch:1:sloid:73229::50,1
ch:1:sloid:81687::50,1
ch:1:sloid:81687::50,1
ch:1:sloid:75978::50,1
ch:1:sloid:76047::50,1
ch:1:sloid:76070::50,1
ch:1:sloid:76158::50,1
ch:1:sloid:73640::50,1
ch:1:sloid:75930::50,1
ch:1:sloid:76155::50,1
ch:1:sloid:80615::50,1
ch:1:sloid:83817::50,1
ch:1:sloid:87687::50,1
ch:1:sloid:87964::50,1
ch:1:sloid:76025::50,1
ch:1:sloid:77339::50,1
ch:1:sloid:79937::50,1
ch:1:sloid:90467::50,1
ch:1:sloid:90723::50,1
ch:1:sloid:83591::50,1
ch:1:sloid:83818::50,1
ch:1:sloid:76163::50,1
ch:1:sloid:76237::50,1
ch:1:sloid:76237::50,1
ch:1:sloid:80722::50,1
ch:1:sloid:90882::50,1
ch:1:sloid:90897::50,1
ch:1:sloid:91004::50,1
ch:1:sloid:91027::50,1
ch:1:sloid:76236::50,1
ch:1:sloid:76265::50,1
ch:1:sloid:94190::50,1
ch:1:sloid:94338::50,1
ch:1:sloid:94402::50,1
ch:1:sloid:73272::50,1
ch:1:sloid:76149::50,1
ch:1:sloid:89281::50,1
ch:1:sloid:90202::50,1
ch:1:sloid:90698::50,1
ch:1:sloid:90807::50,1
ch:1:sloid:10553::20,0
ch:1:sloid:91101::20,1
ch:1:sloid:73723::50,1
ch:1:sloid:76174::50,1
ch:1:sloid:73499::50,1
ch:1:sloid:91085::21,1
ch:1:sloid:91260::20,1
ch:1:sloid:91289::20,1
ch:1:sloid:91153::21,1
ch:1:sloid:2955::50,1
ch:1:sloid:91185::21,1
ch:1:sloid:91222::21,1
ch:1:sloid:91380::21,1
ch:1:sloid:91442::21,1
ch:1:sloid:79442::50,1
ch:1:sloid:83772::50,1
ch:1:sloid:73237::50,1
ch:1:sloid:73547::50,1
ch:1:sloid:75941::50,1
ch:1:sloid:91197::20,1
ch:1:sloid:91108::20,1
ch:1:sloid:90831::50,1
ch:1:sloid:91036::21,1
ch:1:sloid:87652::21,1
ch:1:sloid:91370::20,1
ch:1:sloid:87939::50,1
ch:1:sloid:91250::21,1
ch:1:sloid:91161::21,1
ch:1:sloid:30473::22,1
ch:1:sloid:91043::21,1
ch:1:sloid:91383::21,1
ch:1:sloid:83589::51,1
ch:1:sloid:95265::51,1
ch:1:sloid:95511::51,1
ch:1:sloid:95712::51,1
ch:1:sloid:88986::51,1
ch:1:sloid:90541::51,1
ch:1:sloid:3174::51,1
ch:1:sloid:3174::51,1
ch:1:sloid:3192::51,1
ch:1:sloid:76122::51,1
ch:1:sloid:88984::51,1
ch:1:sloid:90615::51,1
ch:1:sloid:90639::51,1
ch:1:sloid:76278::51,1
ch:1:sloid:80443::51,1
ch:1:sloid:76027::51,1
ch:1:sloid:90900::51,1
ch:1:sloid:91215::51,1
ch:1:sloid:81780::51,1
ch:1:sloid:82005::51,1
ch:1:sloid:82180::51,1
ch:1:sloid:80795::51,1
ch:1:sloid:83743::51,1
ch:1:sloid:87967::51,1
ch:1:sloid:88429::51,1
ch:1:sloid:90647::51,1
ch:1:sloid:91387::51,1
ch:1:sloid:95266::51,1
ch:1:sloid:96005::51,1
ch:1:sloid:73556::51,1
ch:1:sloid:76067::51,1
ch:1:sloid:82699::51,1
ch:1:sloid:82701::51,1
ch:1:sloid:83047::51,1
ch:1:sloid:3156::51,1
ch:1:sloid:3374::51,1
ch:1:sloid:90679::51,1
ch:1:sloid:90946::51,1
ch:1:sloid:3197::51,1
ch:1:sloid:3786::51,1
ch:1:sloid:76176::51,1
ch:1:sloid:80268::51,1
ch:1:sloid:90488::51,1
ch:1:sloid:3692::51,1
ch:1:sloid:3850::51,1
ch:1:sloid:3952::51,1
ch:1:sloid:73178::51,1
ch:1:sloid:76068::51,1
ch:1:sloid:90857::51,1
ch:1:sloid:3355::51,1
ch:1:sloid:6989::51,1
ch:1:sloid:73171::51,1
ch:1:sloid:3971::51,1
ch:1:sloid:73557::51,1
ch:1:sloid:76076::51,1
ch:1:sloid:76104::51,1
ch:1:sloid:76204::51,1
ch:1:sloid:73182::51,1
ch:1:sloid:73213::51,1
ch:1:sloid:73236::51,1
ch:1:sloid:73184::51,1
ch:1:sloid:90970::51,1
ch:1:sloid:73515::51,1
ch:1:sloid:73546::51,1
ch:1:sloid:73520::51,1
ch:1:sloid:73532::51,1
ch:1:sloid:73574::51,1
ch:1:sloid:73716::51,1
ch:1:sloid:75974::51,1
ch:1:sloid:76094::51,1
ch:1:sloid:76118::51,1
ch:1:sloid:90986::51,1
ch:1:sloid:90996::51,1
ch:1:sloid:3598::51,1
ch:1:sloid:73678::51,1
ch:1:sloid:75940::51,1
ch:1:sloid:75960::51,1
ch:1:sloid:75985::51,1
ch:1:sloid:80263::51,1
ch:1:sloid:75938::51,1
ch:1:sloid:76053::51,1
ch:1:sloid:76048::51,1
ch:1:sloid:76052::51,1
ch:1:sloid:3865::51,1
ch:1:sloid:76172::51,1
ch:1:sloid:76251::51,1
ch:1:sloid:3782::51,1
ch:1:sloid:3958::51,1
ch:1:sloid:3990::51,1
ch:1:sloid:5361::51,1
ch:1:sloid:2954::51,1
ch:1:sloid:3364::51,1
ch:1:sloid:5448::51,1
ch:1:sloid:76207::51,1
ch:1:sloid:76207::51,1
ch:1:sloid:87976::51,1
ch:1:sloid:88041::51,1
ch:1:sloid:88096::51,1
ch:1:sloid:73570::51,1
ch:1:sloid:73580::51,1
ch:1:sloid:76089::51,1
ch:1:sloid:80298::51,1
ch:1:sloid:80620::51,1
ch:1:sloid:90492::51,1
ch:1:sloid:76140::51,1
ch:1:sloid:81542::51,1
ch:1:sloid:87947::51,1
ch:1:sloid:3552::51,1
ch:1:sloid:3693::51,1
ch:1:sloid:5363::51,1
ch:1:sloid:73228::51,1
ch:1:sloid:79991::51,1
ch:1:sloid:80301::51,1
ch:1:sloid:80541::51,1
ch:1:sloid:73262::51,1
ch:1:sloid:73454::51,1
ch:1:sloid:73542::51,1
ch:1:sloid:90997::50,0
ch:1:sloid:87935::51,1
ch:1:sloid:95459::51,1
ch:1:sloid:90526::50,1
ch:1:sloid:90777::50,1
ch:1:sloid:3771::50,1
ch:1:sloid:73219::51,1
ch:1:sloid:73242::51,1
ch:1:sloid:73280::51,1
ch:1:sloid:2492::51,1
ch:1:sloid:3190::51,1
ch:1:sloid:90844::50,1
ch:1:sloid:90965::50,1
ch:1:sloid:90790::50,1
ch:1:sloid:57040::50,1
ch:1:sloid:73438::51,1
ch:1:sloid:73206::51,1
ch:1:sloid:73270::51,1
ch:1:sloid:2495::50,1
ch:1:sloid:3692::50,1
ch:1:sloid:74684::50,1
ch:1:sloid:73600::51,1
ch:1:sloid:73547::51,1
ch:1:sloid:73685::51,1
ch:1:sloid:74658::51,1
ch:1:sloid:79937::51,1
ch:1:sloid:10013::50,1
ch:1:sloid:76010::50,1
ch:1:sloid:76234::50,1
ch:1:sloid:73665::51,1
ch:1:sloid:76220::51,1
ch:1:sloid:83731::51,1
ch:1:sloid:73221::50,1
ch:1:sloid:73235::50,1
ch:1:sloid:73436::50,1
ch:1:sloid:80614::50,1
ch:1:sloid:73705::51,1
ch:1:sloid:75929::51,1
ch:1:sloid:75967::50,1
ch:1:sloid:88014::50,1
ch:1:sloid:88315::50,1
ch:1:sloid:90474::50,1
ch:1:sloid:76288::51,1
ch:1:sloid:88001::51,1
ch:1:sloid:88001::51,1
ch:1:sloid:90540::51,1
ch:1:sloid:73257::51,1
ch:1:sloid:73565::51,1
ch:1:sloid:76206::50,1
ch:1:sloid:76269::50,1
ch:1:sloid:79945::51,1
ch:1:sloid:91413::51,1
ch:1:sloid:83767::50,1
ch:1:sloid:88007::50,1
ch:1:sloid:88015::50,1
ch:1:sloid:88023::50,1
ch:1:sloid:88279::50,1
ch:1:sloid:91261::50,1
ch:1:sloid:81527::51,1
ch:1:sloid:81674::51,1
ch:1:sloid:90953::51,1
ch:1:sloid:90967::51,1
ch:1:sloid:88736::50,1
ch:1:sloid:90602::50,1
ch:1:sloid:90518::50,1
ch:1:sloid:2494::51,1
ch:1:sloid:82104::51,1
ch:1:sloid:87950::51,1
ch:1:sloid:90906::50,1
ch:1:sloid:90913::50,1
ch:1:sloid:3897::51,1
ch:1:sloid:87975::51,1
ch:1:sloid:3154::51,1
ch:1:sloid:3180::51,1
ch:1:sloid:3196::51,1
ch:1:sloid:3263::51,1
ch:1:sloid:2760::51,1
ch:1:sloid:90635::50,1
ch:1:sloid:90654::50,1
ch:1:sloid:90706::50,1
ch:1:sloid:90649::51,1
ch:1:sloid:90744::51,1
ch:1:sloid:90806::51,1
ch:1:sloid:76201::51,1
ch:1:sloid:95717::50,1
ch:1:sloid:76034::50,1
ch:1:sloid:90820::50,1
ch:1:sloid:90899::50,1
ch:1:sloid:90987::51,1
ch:1:sloid:95439::51,1
ch:1:sloid:96078::51,1
ch:1:sloid:81736::51,1
ch:1:sloid:87718::51,1
ch:1:sloid:90608::51,1
ch:1:sloid:87947::50,1
ch:1:sloid:88036::50,1
ch:1:sloid:90556::50,1
ch:1:sloid:90573::50,1
ch:1:sloid:90577::50,1
ch:1:sloid:87978::51,1
ch:1:sloid:90702::50,1
ch:1:sloid:90775::50,1
ch:1:sloid:90841::50,1
ch:1:sloid:90742::50,1
ch:1:sloid:90748::50,1
ch:1:sloid:90752::50,1
ch:1:sloid:6951::51,1
ch:1:sloid:57081::51,1
ch:1:sloid:95406::50,1
ch:1:sloid:73565::50,1
ch:1:sloid:90753::50,1
ch:1:sloid:91518::308502,0
ch:1:sloid:79517:0:704109,1
ch:1:sloid:91563::301902,0
ch:1:sloid:92543:0:575284,0
ch:1:sloid:78828::110302,1
ch:1:sloid:6520::311701,0
ch:1:sloid:7885:1:3,1
ch:1:sloid:76745:1:2,0
ch:1:sloid:91481::505502,1
ch:1:sloid:80021::505802,1
ch:1:sloid:5262::112201,0
ch:1:sloid:78870::500602,1
ch:1:sloid:94461::530302,1
ch:1:sloid:76747:1:1,1
ch:1:sloid:7406:1:1,1
ch:1:sloid:7406:1:4,0
ch:1:sloid:92578:0:799517,0
ch:1:sloid:91505::508302,1
ch:1:sloid:76562:1:3,1
ch:1:sloid:92506:0:532889,1
ch:1:sloid:92512:0:769598,0
ch:1:sloid:92512:0:194795,0
ch:1:sloid:5482::313601,0
ch:1:sloid:77370::1,0
ch:1:sloid:73460:0:441528,0
ch:1:sloid:79928:0:449650,0
ch:1:sloid:88885:0:355132,0
ch:1:sloid:75474::301001,0
ch:1:sloid:5487::312901,1
ch:1:sloid:73479:0:909684,0
ch:1:sloid:92580:0:482840,0
ch:1:sloid:75776::510003,1
ch:1:sloid:89505::528802,1
ch:1:sloid:87592::314502,1
ch:1:sloid:80073::504701,1
ch:1:sloid:80081::526904,1
ch:1:sloid:89872:0:01,0
ch:1:sloid:5256::110902,1
ch:1:sloid:78830::111001,1
ch:1:sloid:89874:0:02,1
ch:1:sloid:80025::506301,1
ch:1:sloid:87122::506104,1
ch:1:sloid:80518::526801,1
ch:1:sloid:95980:0:995676,0
ch:1:sloid:6899::65,1
ch:1:sloid:73205::67,1
ch:1:sloid:80986::309702,0
ch:1:sloid:5604::302402,0
ch:1:sloid:80995::301701,1
ch:1:sloid:80988::302001,0
ch:1:sloid:78951::311501,0
ch:1:sloid:81778::310001,0
ch:1:sloid:81771::338001,0
ch:1:sloid:92574:0:572973,0
ch:1:sloid:92536:0:86294,0
ch:1:sloid:73457:0:843329,1
ch:1:sloid:78953::310401,0
ch:1:sloid:91134::20,1
ch:1:sloid:90538::51,1
ch:1:sloid:90555::51,1
ch:1:sloid:90557::51,1
ch:1:sloid:90579::51,1
ch:1:sloid:90579::51,1
ch:1:sloid:76103::53,1
ch:1:sloid:90577::53,1
ch:1:sloid:73586::53,1
ch:1:sloid:93251::51,1
ch:1:sloid:94202::51,1
ch:1:sloid:90477::51,1
ch:1:sloid:91256::52,1
ch:1:sloid:90533::52,1
ch:1:sloid:75998::53,1
ch:1:sloid:90597::53,1
ch:1:sloid:75997::51,1
ch:1:sloid:90802::51,1
ch:1:sloid:3195::51,1
ch:1:sloid:3871::51,1
ch:1:sloid:6549::51,1
ch:1:sloid:73277::52,1
ch:1:sloid:73277::52,1
ch:1:sloid:76080::53,1
ch:1:sloid:88036::51,1
ch:1:sloid:90521::51,1
ch:1:sloid:90794::51,1
ch:1:sloid:57040::51,1
ch:1:sloid:73667::51,1
ch:1:sloid:76209::52,1
ch:1:sloid:76244::52,1
ch:1:sloid:76244::52,1
ch:1:sloid:87655::53,1
ch:1:sloid:87965::53,1
ch:1:sloid:90805::53,1
ch:1:sloid:94249::51,1
ch:1:sloid:76214::51,1
ch:1:sloid:90612::51,1
ch:1:sloid:90787::51,1
ch:1:sloid:91276::51,1
ch:1:sloid:76105::51,1
ch:1:sloid:90618::52,1
ch:1:sloid:90953::52,1
ch:1:sloid:90953::52,1
ch:1:sloid:94732::52,1
ch:1:sloid:3579::52,1
ch:1:sloid:90619::52,1
ch:1:sloid:73178::58,1
ch:1:sloid:90752::51,1
ch:1:sloid:3181::51,1
ch:1:sloid:6960::51,1
ch:1:sloid:76257::51,1
ch:1:sloid:81540::51,1
ch:1:sloid:73504::52,1
ch:1:sloid:80449::52,1
ch:1:sloid:90678::52,1
ch:1:sloid:10277::51,1
ch:1:sloid:82662::51,1
ch:1:sloid:88042::51,1
ch:1:sloid:91014::52,1
ch:1:sloid:73661::52,1
ch:1:sloid:76272::54,1
ch:1:sloid:75999::51,1
ch:1:sloid:76097::51,1
ch:1:sloid:76131::51,1
ch:1:sloid:90692::51,1
ch:1:sloid:80261::52,1
ch:1:sloid:90964::52,1
ch:1:sloid:91013::52,1
ch:1:sloid:3852::60,1
ch:1:sloid:73543::60,1
ch:1:sloid:3798::60,1
ch:1:sloid:75995::60,1
ch:1:sloid:3852::61,1
ch:1:sloid:80291::51,1
ch:1:sloid:90815::51,1
ch:1:sloid:90917::51,1
ch:1:sloid:91004::51,1
ch:1:sloid:73213::52,1
ch:1:sloid:73232::52,1
ch:1:sloid:76103::55,1
ch:1:sloid:3798::56,1
ch:1:sloid:88015::51,1
ch:1:sloid:76080::52,1
ch:1:sloid:73504::55,1
ch:1:sloid:76106::55,1
ch:1:sloid:90464::55,1
ch:1:sloid:88736::51,1
ch:1:sloid:90464::51,1
ch:1:sloid:90494::51,1
ch:1:sloid:73544::61,1
ch:1:sloid:3194::61,1
ch:1:sloid:90786::51,1
ch:1:sloid:90913::51,1
ch:1:sloid:90794::52,1
ch:1:sloid:3176::52,1
ch:1:sloid:76259::53,1
ch:1:sloid:90681::53,1
ch:1:sloid:74610::54,1
ch:1:sloid:73499::54,1
ch:1:sloid:90634::51,1
ch:1:sloid:90726::51,1
ch:1:sloid:88012::51,1
ch:1:sloid:88012::51,1
ch:1:sloid:88020::51,1
ch:1:sloid:90878::56,1
ch:1:sloid:90935::51,1
ch:1:sloid:90479::51,1
ch:1:sloid:90553::51,1
ch:1:sloid:90805::52,1
ch:1:sloid:90994::51,1
ch:1:sloid:91024::51,1
ch:1:sloid:91438::51,1
ch:1:sloid:87799::51,1
ch:1:sloid:90985::53,1
ch:1:sloid:90620::51,1
ch:1:sloid:90765::51,1
ch:1:sloid:90780::51,1
ch:1:sloid:95538::51,1
ch:1:sloid:88098::51,1
ch:1:sloid:87718::53,1
ch:1:sloid:76105::53,1
ch:1:sloid:73211::53,1
ch:1:sloid:90894::51,1
ch:1:sloid:90963::51,1
ch:1:sloid:76222::51,1
ch:1:sloid:87017::51,1
ch:1:sloid:87957::51,1
ch:1:sloid:90482::51,1
ch:1:sloid:5853::314802,1
ch:1:sloid:5451::315202,0
ch:1:sloid:92548:0:470335,1
ch:1:sloid:91548::346402,0
ch:1:sloid:87599::2,0
ch:1:sloid:5085:0:02,0
ch:1:sloid:77411:0:01,1
ch:1:sloid:91544::304202,1
ch:1:sloid:78981::304801,0
ch:1:sloid:91564::305501,0
ch:1:sloid:3485:0:52647,1
ch:1:sloid:77381::1,0
ch:1:sloid:3480:0:793101,1
ch:1:sloid:92540:0:955564,1
ch:1:sloid:87553::2,1
ch:1:sloid:87560::1,0
ch:1:sloid:87560::2,1
ch:1:sloid:3957:0:635664,0
ch:1:sloid:8352:0:1,1
ch:1:sloid:8313:0:207131,1
ch:1:sloid:10210:0:114795,1
ch:1:sloid:77426:0:01,1
ch:1:sloid:95416:0:290695,0
ch:1:sloid:78374:0:56440,0
ch:1:sloid:79136:0:1,0
ch:1:sloid:95529:0:720143,1
ch:1:sloid:89585:0:719207,1
ch:1:sloid:3683:0:1,1
ch:1:sloid:78773::2,1
ch:1:sloid:3963:0:398405,1
ch:1:sloid:89589:0:469841,1
ch:1:sloid:95613:0:169274,0
ch:1:sloid:72680::1,0
ch:1:sloid:94356:0:113084,0
ch:1:sloid:89607:0:410559,0
ch:1:sloid:92530:0:891580,1
ch:1:sloid:3954:0:81922,1
ch:1:sloid:94364:0:572272,1
ch:1:sloid:89616:0:253392,0
ch:1:sloid:8395:0:714662,0
ch:1:sloid:78991::306102,0
ch:1:sloid:87554::3,0
ch:1:sloid:89626:0:262772,0
ch:1:sloid:78992::306201,1
ch:1:sloid:5551:0:1,0
ch:1:sloid:8306:0:373950,0
ch:1:sloid:8309:0:654458,1
ch:1:sloid:78362:0:219690,0
ch:1:sloid:73495:0:979518,1
ch:1:sloid:79140:0:2,1
ch:1:sloid:3962:0:871105,1
ch:1:sloid:8323:0:694353,1
ch:1:sloid:73089::2,0
ch:1:sloid:3967:0:128871,0
ch:1:sloid:96108:0:735295,1
ch:1:sloid:87652::1,1
ch:1:sloid:5056::2,1
ch:1:sloid:78957::346302,0
ch:1:sloid:3970:0:724326,0
ch:1:sloid:73483:0:331325,0
ch:1:sloid:89558:0:917208,1
ch:1:sloid:3261:0:386512,0
ch:1:sloid:3087:0:491181,1
ch:1:sloid:89640:0:512798,0
ch:1:sloid:78960::307502,1
ch:1:sloid:78961::307601,1
ch:1:sloid:78962::307702,1
ch:1:sloid:91560::305702,1
ch:1:sloid:78992::306202,0
ch:1:sloid:91901::2,0
ch:1:sloid:92525:0:576935,1
ch:1:sloid:5870::307201,1
ch:1:sloid:2246:0:1,0
ch:1:sloid:77375::3,1
ch:1:sloid:77376::2,1
ch:1:sloid:87401::1,0
ch:1:sloid:88569::1,1
ch:1:sloid:92577:0:733336,1
ch:1:sloid:92542:0:393013,1
ch:1:sloid:87505::2,0
ch:1:sloid:89573:0:221063,0
ch:1:sloid:92543:0:473695,1
ch:1:sloid:92543:0:763905,1
ch:1:sloid:92556:0:371199,1
ch:1:sloid:89914::2,1
ch:1:sloid:89574:0:989172,0
ch:1:sloid:3954:0:81922,0
ch:1:sloid:77389::1,1
ch:1:sloid:5664::1,0
ch:1:sloid:3964:0:432398,0
ch:1:sloid:87599::1,1
ch:1:sloid:89555:0:327172,0
ch:1:sloid:88966:0:772273,1
ch:1:sloid:88888:0:593262,1
ch:1:sloid:78768::1,0
ch:1:sloid:87928:0:571459,0
ch:1:sloid:3663:0:547001,0
ch:1:sloid:1526:0:01,1
ch:1:sloid:89895:0:191959,0
ch:1:sloid:89895:0:420422,1
ch:1:sloid:89632:0:567956,1
ch:1:sloid:92561:0:455072,0
ch:1:sloid:89570:0:410549,1
ch:1:sloid:3088:0:99992,1
ch:1:sloid:89638:0:278900,0
ch:1:sloid:94267:0:250264,0
ch:1:sloid:89901:0:684816,1
ch:1:sloid:94347:0:945079,0
ch:1:sloid:95613:0:262142,0
ch:1:sloid:89577:0:35122,1
ch:1:sloid:74973::1,1
ch:1:sloid:77382::1,0
ch:1:sloid:3495:0:234094,0
ch:1:sloid:94350:0:938857,1
ch:1:sloid:89597:0:660031,0
ch:1:sloid:78918::315402,1
ch:1:sloid:77391::1,0
ch:1:sloid:87426::1,1
ch:1:sloid:89606:0:440381,0
ch:1:sloid:3495:0:469739,1
ch:1:sloid:78936::342402,1
ch:1:sloid:78974::304101,1
ch:1:sloid:89610:0:485641,1
ch:1:sloid:94268:0:709459,1
ch:1:sloid:8470:0:801952,1
ch:1:sloid:78978::304501,1
ch:1:sloid:78979::304601,0
ch:1:sloid:92508:0:659622,1
ch:1:sloid:3462:0:467732,1
ch:1:sloid:78988::305401,1
ch:1:sloid:91549::301202,1
ch:1:sloid:87430::2,1
ch:1:sloid:77491:0:01,1
ch:1:sloid:72907:0:425928,1
ch:1:sloid:73098::2,0
ch:1:sloid:5780::1,1
ch:1:sloid:73105::1,1
ch:1:sloid:77490:0:01,1
ch:1:sloid:77494:0:01,1
ch:1:sloid:72948:0:722067,1
ch:1:sloid:72941:0:18696,1
ch:1:sloid:79872::1,0
ch:1:sloid:73130::1,0
ch:1:sloid:82061::1,0
ch:1:sloid:82061::1,1
ch:1:sloid:73117::2,1
ch:1:sloid:94410::1,0
ch:1:sloid:71684::1,0
ch:1:sloid:73016:0:400817,0
ch:1:sloid:5776::1,0
ch:1:sloid:5739::1,1
ch:1:sloid:5699::2,0
ch:1:sloid:89490:0:01,0
ch:1:sloid:73107::1,1
ch:1:sloid:78854::113102,0
ch:1:sloid:78755:0:01,1
ch:1:sloid:80792::1,1
ch:1:sloid:73123::2,0
ch:1:sloid:95931:0:2,0
ch:1:sloid:71393:0:2,0
ch:1:sloid:90013:0:1,0
ch:1:sloid:90012:0:2,0
ch:1:sloid:79897:0:5,0
ch:1:sloid:79898:0:15,0
ch:1:sloid:90014:0:1,0
ch:1:sloid:90098:0:2,0
ch:1:sloid:89994:0:2,0
ch:1:sloid:89993:0:4,0
ch:1:sloid:88991:0:2,0
ch:1:sloid:88994:0:1,0
ch:1:sloid:76646:0:15,0
ch:1:sloid:94200:0:2,0
ch:1:sloid:90003:0:1,0
ch:1:sloid:7060:0:3,0
ch:1:sloid:90038:0:1,0
ch:1:sloid:90074:0:1,0
ch:1:sloid:90002:0:2,0
ch:1:sloid:89996:0:3,0
ch:1:sloid:7982:0:2,0
ch:1:sloid:80427:0:2,1
ch:1:sloid:90085:0:1,1
ch:1:sloid:90031:0:1,1
ch:1:sloid:90024:0:1,0
ch:1:sloid:90007:0:1,0
ch:1:sloid:89992:0:6,0
ch:1:sloid:82557:0:12,0
ch:1:sloid:82557:0:11,1
ch:1:sloid:90076:0:1,0
ch:1:sloid:90105:0:2,0
ch:1:sloid:90089:0:1,1
ch:1:sloid:90091:0:2,0
ch:1:sloid:90091:0:2,1
ch:1:sloid:90099:0:2,1
ch:1:sloid:90081:0:1,0
ch:1:sloid:80567:0:3,0
