SLOID,status
ch:1:sloid:3788::51,1
ch:1:sloid:82722::51,1
ch:1:sloid:83053::51,1
ch:1:sloid:3151::51,1
ch:1:sloid:3177::51,1
ch:1:sloid:3267::51,1
ch:1:sloid:90679::51,1
ch:1:sloid:94643::51,1
ch:1:sloid:90487::51,1
ch:1:sloid:3597::51,1
ch:1:sloid:3856::51,1
ch:1:sloid:73732::51,1
ch:1:sloid:76193::51,1
ch:1:sloid:76193::51,1
ch:1:sloid:90751::51,1
ch:1:sloid:91432::51,1
ch:1:sloid:6878::51,1
ch:1:sloid:10191::51,0
ch:1:sloid:3971::51,1
ch:1:sloid:6691::51,1
ch:1:sloid:6691::51,1
ch:1:sloid:73185::51,1
ch:1:sloid:73205::51,1
ch:1:sloid:73235::51,1
ch:1:sloid:91244::51,1
ch:1:sloid:3172::51,1
ch:1:sloid:3252::51,1
ch:1:sloid:3695::51,1
ch:1:sloid:73513::51,1
ch:1:sloid:73554::51,1
ch:1:sloid:73520::51,1
ch:1:sloid:73265::51,1
ch:1:sloid:76107::51,1
ch:1:sloid:75972::51,1
ch:1:sloid:75981::51,1
ch:1:sloid:81417::51,1
ch:1:sloid:87952::51,1
ch:1:sloid:76017::51,1
ch:1:sloid:76029::51,1
ch:1:sloid:76050::51,1
ch:1:sloid:76055::51,1
ch:1:sloid:76054::51,1
ch:1:sloid:76084::51,1
ch:1:sloid:90981::51,1
ch:1:sloid:91352::51,1
ch:1:sloid:87931::51,1
ch:1:sloid:91230::51,1
ch:1:sloid:76083::51,1
ch:1:sloid:76095::51,1
ch:1:sloid:76114::51,1
ch:1:sloid:76168::51,1
ch:1:sloid:76168::51,1
ch:1:sloid:73224::51,1
ch:1:sloid:3219::51,1
ch:1:sloid:3390::51,1
ch:1:sloid:3791::51,1
ch:1:sloid:76275::51,1
ch:1:sloid:87992::51,1
ch:1:sloid:88744::51,1
ch:1:sloid:90478::51,1
ch:1:sloid:73261::51,1
ch:1:sloid:73538::51,1
ch:1:sloid:73543::51,1
ch:1:sloid:75918::51,1
ch:1:sloid:73676::51,1
ch:1:sloid:76116::51,1
ch:1:sloid:90543::51,1
ch:1:sloid:90563::51,1
ch:1:sloid:75978::51,1
ch:1:sloid:90501::51,1
ch:1:sloid:6768::51,1
ch:1:sloid:90741::51,1
ch:1:sloid:90709::51,1
ch:1:sloid:90819::51,1
ch:1:sloid:90820::51,1
ch:1:sloid:73277::51,1
ch:1:sloid:73555::51,1
ch:1:sloid:90989::50,1
ch:1:sloid:3359::51,1
ch:1:sloid:73179::51,1
ch:1:sloid:90472::50,1
ch:1:sloid:90606::50,1
ch:1:sloid:6749::50,1
ch:1:sloid:7330::50,1
ch:1:sloid:73226::51,1
ch:1:sloid:88040::51,1
ch:1:sloid:3698::51,1
ch:1:sloid:3705::51,1
ch:1:sloid:90782::50,1
ch:1:sloid:91832::50,1
ch:1:sloid:90714::50,1
ch:1:sloid:57040::50,1
ch:1:sloid:73193::50,1
ch:1:sloid:73311::50,1
ch:1:sloid:73509::50,1
ch:1:sloid:73517::51,1
ch:1:sloid:73558::51,1
ch:1:sloid:9648::51,0
ch:1:sloid:73270::51,1
ch:1:sloid:73271::51,1
ch:1:sloid:3082::50,1
ch:1:sloid:74474::50,1
ch:1:sloid:74684::50,1
ch:1:sloid:73571::51,1
ch:1:sloid:73584::51,1
ch:1:sloid:73640::51,1
ch:1:sloid:73638::51,1
ch:1:sloid:10277::50,1
ch:1:sloid:73647::51,1
ch:1:sloid:73661::51,1
ch:1:sloid:73661::51,1
ch:1:sloid:82763::51,1
ch:1:sloid:73235::50,1
ch:1:sloid:73529::50,1
ch:1:sloid:74780::50,1
ch:1:sloid:74780::50,1
ch:1:sloid:82662::50,1
ch:1:sloid:83206::50,1
ch:1:sloid:3896::51,1
ch:1:sloid:73272::51,1
ch:1:sloid:75995::50,1
ch:1:sloid:90540::51,1
ch:1:sloid:75954::51,1
ch:1:sloid:76232::50,1
ch:1:sloid:90533::50,1
ch:1:sloid:90587::50,1
ch:1:sloid:90677::50,1
ch:1:sloid:90692::50,1
ch:1:sloid:79839::51,1
ch:1:sloid:87970::50,1
ch:1:sloid:90917::50,1
ch:1:sloid:90990::50,1
ch:1:sloid:81073::51,1
ch:1:sloid:90448::50,1
ch:1:sloid:90448::50,1
ch:1:sloid:82104::51,1
ch:1:sloid:87688::51,1
ch:1:sloid:87955::51,1
ch:1:sloid:87963::51,1
ch:1:sloid:76058::51,1
ch:1:sloid:79942::51,1
ch:1:sloid:90472::51,1
ch:1:sloid:90603::51,1
ch:1:sloid:88011::51,1
ch:1:sloid:88031::51,1
ch:1:sloid:3396::51,1
ch:1:sloid:2883::51,1
ch:1:sloid:3351::51,1
ch:1:sloid:90557::50,1
ch:1:sloid:90829::51,1
ch:1:sloid:88017::51,1
ch:1:sloid:94182::50,1
ch:1:sloid:94540::50,1
ch:1:sloid:90694::50,1
ch:1:sloid:90720::51,1
ch:1:sloid:90817::51,1
ch:1:sloid:95267::50,1
ch:1:sloid:90890::50,1
ch:1:sloid:90928::51,1
ch:1:sloid:91390::51,1
ch:1:sloid:83771::51,1
ch:1:sloid:90943::51,1
ch:1:sloid:90514::50,1
ch:1:sloid:90549::50,1
ch:1:sloid:90586::50,1
ch:1:sloid:90620::50,1
ch:1:sloid:87996::51,1
ch:1:sloid:73684::51,1
ch:1:sloid:82123::51,1
ch:1:sloid:90703::51,1
ch:1:sloid:91127::50,1
ch:1:sloid:90671::50,1
ch:1:sloid:90779::50,1
ch:1:sloid:90797::50,1
ch:1:sloid:90697::50,1
ch:1:sloid:90748::50,1
ch:1:sloid:73217::51,1
ch:1:sloid:73706::51,1
ch:1:sloid:95143::50,1
ch:1:sloid:96100::50,1
ch:1:sloid:90477::50,1
ch:1:sloid:90910::50,1
ch:1:sloid:91207::50,1
ch:1:sloid:90875::50,1
ch:1:sloid:5850::301602,1
ch:1:sloid:80992::303301,0
ch:1:sloid:91530::341504,1
ch:1:sloid:78837::112301,1
ch:1:sloid:5610::302102,1
ch:1:sloid:73467:0:49702,0
ch:1:sloid:92543:0:763905,0
ch:1:sloid:92584:0:166428,0
ch:1:sloid:5263::110001,1
ch:1:sloid:3969:0:232274,0
ch:1:sloid:92559:0:416135,1
ch:1:sloid:76553:2:3,1
ch:1:sloid:78834::111702,1
ch:1:sloid:7885:1:1,0
ch:1:sloid:88582:1:1,0
ch:1:sloid:71357:0:2,0
ch:1:sloid:87481:0:2,0
ch:1:sloid:75770::505702,1
ch:1:sloid:78835::112002,1
ch:1:sloid:91492::501001,1
ch:1:sloid:76564:1:1,1
ch:1:sloid:76563:1:3,0
ch:1:sloid:92571:0:284522,0
ch:1:sloid:92573:0:679501,0
ch:1:sloid:78868::500102,1
ch:1:sloid:78868::500101,1
ch:1:sloid:91495::500701,1
ch:1:sloid:76747:1:2,0
ch:1:sloid:78885::300702,1
ch:1:sloid:76542:1:3,0
ch:1:sloid:7406:1:2,0
ch:1:sloid:87481:0:4,1
ch:1:sloid:10887:0:2,1
ch:1:sloid:92539:0:118910,0
ch:1:sloid:76560:1:2,0
ch:1:sloid:91498::508801,1
ch:1:sloid:79531:0:787156,1
ch:1:sloid:92523:0:760876,0
ch:1:sloid:77386::2,0
ch:1:sloid:73479:0:343132,0
ch:1:sloid:2519:0:797169,0
ch:1:sloid:80074::504502,1
ch:1:sloid:77422:0:02,1
ch:1:sloid:79517:0:167313,0
ch:1:sloid:76842:1:2,1
ch:1:sloid:92575:0:597753,0
ch:1:sloid:73205::62,1
ch:1:sloid:73504::64,1
ch:1:sloid:80986::309702,1
ch:1:sloid:91555::302201,0
ch:1:sloid:87481:0:1,1
ch:1:sloid:92567:0:998357,0
ch:1:sloid:92538:0:636656,0
ch:1:sloid:79029::440301,0
ch:1:sloid:75176::310802,0
ch:1:sloid:75173::310501,0
ch:1:sloid:91553::338304,1
ch:1:sloid:92544:0:754179,0
ch:1:sloid:92532:0:10359,0
ch:1:sloid:92589:0:912659,0
ch:1:sloid:73205::66,1
ch:1:sloid:73205::66,1
ch:1:sloid:73456:0:111499,1
ch:1:sloid:92588:0:597967,0
ch:1:sloid:81655::450601,0
ch:1:sloid:5277::111501,1
ch:1:sloid:5277::111502,0
ch:1:sloid:91831::51,1
ch:1:sloid:93251::51,1
ch:1:sloid:94182::51,1
ch:1:sloid:95267::51,1
ch:1:sloid:90486::51,1
ch:1:sloid:76034::51,1
ch:1:sloid:76208::51,1
ch:1:sloid:87689::51,1
ch:1:sloid:90753::51,1
ch:1:sloid:90792::51,1
ch:1:sloid:3195::52,1
ch:1:sloid:73437::53,1
ch:1:sloid:73710::53,1
ch:1:sloid:73729::53,1
ch:1:sloid:73508::51,1
ch:1:sloid:73667::51,1
ch:1:sloid:76167::52,1
ch:1:sloid:90714::51,1
ch:1:sloid:73702::51,1
ch:1:sloid:75969::51,1
ch:1:sloid:75995::51,1
ch:1:sloid:90577::52,1
ch:1:sloid:3579::52,1
ch:1:sloid:90853::52,0
ch:1:sloid:73205::58,1
ch:1:sloid:73504::59,1
ch:1:sloid:76202::51,1
ch:1:sloid:76257::51,1
ch:1:sloid:76104::52,1
ch:1:sloid:76106::54,1
ch:1:sloid:73201::51,1
ch:1:sloid:88002::51,1
ch:1:sloid:80458::52,1
ch:1:sloid:2758::52,1
ch:1:sloid:73697::51,1
ch:1:sloid:88738::51,1
ch:1:sloid:90542::51,1
ch:1:sloid:90587::51,1
ch:1:sloid:90587::51,1
ch:1:sloid:90635::51,1
ch:1:sloid:90692::51,1
ch:1:sloid:73659::52,1
ch:1:sloid:87005::52,1
ch:1:sloid:3798::60,1
ch:1:sloid:95264::60,1
ch:1:sloid:76286::51,1
ch:1:sloid:76298::51,1
ch:1:sloid:81755::51,1
ch:1:sloid:90754::51,1
ch:1:sloid:3952::52,1
ch:1:sloid:73232::52,1
ch:1:sloid:76127::55,1
ch:1:sloid:87941::51,1
ch:1:sloid:91443::51,1
ch:1:sloid:94199::51,1
ch:1:sloid:96003::51,1
ch:1:sloid:73520::52,1
ch:1:sloid:73709::52,1
ch:1:sloid:73181::55,1
ch:1:sloid:3952::55,1
ch:1:sloid:90656::51,1
ch:1:sloid:91016::51,1
ch:1:sloid:73672::52,1
ch:1:sloid:87958::61,1
ch:1:sloid:91065::61,1
ch:1:sloid:75997::61,1
ch:1:sloid:90739::51,1
ch:1:sloid:90849::51,1
ch:1:sloid:87653::51,1
ch:1:sloid:87949::51,1
ch:1:sloid:76127::52,1
ch:1:sloid:90647::54,1
ch:1:sloid:90622::51,1
ch:1:sloid:90767::51,1
ch:1:sloid:5344::52,1
ch:1:sloid:6692::52,1
ch:1:sloid:6890::52,1
ch:1:sloid:87651::52,1
ch:1:sloid:6899::56,1
ch:1:sloid:76103::57,1
ch:1:sloid:76103::57,1
ch:1:sloid:90805::51,1
ch:1:sloid:90805::51,1
ch:1:sloid:90843::51,1
ch:1:sloid:90935::51,1
ch:1:sloid:90466::51,1
ch:1:sloid:91004::52,1
ch:1:sloid:90805::52,1
ch:1:sloid:3988::54,1
ch:1:sloid:91024::51,1
ch:1:sloid:91317::51,1
ch:1:sloid:83415::51,1
ch:1:sloid:90592::51,1
ch:1:sloid:90654::51,1
ch:1:sloid:90742::51,1
ch:1:sloid:95331::51,1
ch:1:sloid:75986::51,1
ch:1:sloid:75988::51,1
ch:1:sloid:88027::51,1
ch:1:sloid:88034::51,1
ch:1:sloid:90502::53,1
ch:1:sloid:90872::51,1
ch:1:sloid:90872::51,1
ch:1:sloid:90894::51,1
ch:1:sloid:90899::51,1
ch:1:sloid:87957::51,1
ch:1:sloid:87928:0:571459,1
ch:1:sloid:3490:0:521247,1
ch:1:sloid:80992::303302,1
ch:1:sloid:7641::340701,0
ch:1:sloid:5454::316201,1
ch:1:sloid:87429::2,0
ch:1:sloid:96107:0:844387,1
ch:1:sloid:5455::316302,0
ch:1:sloid:73118:0:77195,0
ch:1:sloid:77376::2,0
ch:1:sloid:91544::304202,0
ch:1:sloid:72682::1,1
ch:1:sloid:2362::2,0
ch:1:sloid:78985::305202,0
ch:1:sloid:91549::301201,1
ch:1:sloid:8318:0:694814,0
ch:1:sloid:73471:0:565946,1
ch:1:sloid:73471:0:3306,1
ch:1:sloid:73465:0:587239,1
ch:1:sloid:92584:0:259576,1
ch:1:sloid:3483:0:253119,0
ch:1:sloid:95655:0:955269,0
ch:1:sloid:77393::1,1
ch:1:sloid:88583::2,0
ch:1:sloid:92549:0:626082,1
ch:1:sloid:77410:0:02,0
ch:1:sloid:77425:0:02,1
ch:1:sloid:94267:0:312877,1
ch:1:sloid:17376:0:643222,1
ch:1:sloid:8318:0:566264,1
ch:1:sloid:78773::2,0
ch:1:sloid:2515:0:169162,0
ch:1:sloid:94350:0:512320,1
ch:1:sloid:72679::1,0
ch:1:sloid:3655:0:1,1
ch:1:sloid:30822:0:1,0
ch:1:sloid:88567::1,1
ch:1:sloid:73482:0:585342,1
ch:1:sloid:89604:0:140439,0
ch:1:sloid:73746:0:363132,0
ch:1:sloid:2513:0:646952,0
ch:1:sloid:89613:0:350712,1
ch:1:sloid:8305:0:300823,1
ch:1:sloid:87502::303701,0
ch:1:sloid:91562::305601,1
ch:1:sloid:78989::305802,1
ch:1:sloid:87016::306001,0
ch:1:sloid:87554::2,0
ch:1:sloid:78389:0:417194,1
ch:1:sloid:89621:0:457041,1
ch:1:sloid:89622:0:67106,0
ch:1:sloid:89625:0:503736,0
ch:1:sloid:4538:0:621741,1
ch:1:sloid:83627:0:717813,1
ch:1:sloid:5538:0:1,0
ch:1:sloid:88884:0:317256,1
ch:1:sloid:8399:0:643714,0
ch:1:sloid:8359:0:245856,1
ch:1:sloid:8303:0:822965,1
ch:1:sloid:2258:0:1,0
ch:1:sloid:2251:0:1,1
ch:1:sloid:8301:0:531562,0
ch:1:sloid:8301:0:531562,1
ch:1:sloid:3491:0:464930,1
ch:1:sloid:77384::2,0
ch:1:sloid:77385::1,1
ch:1:sloid:79143:0:2,1
ch:1:sloid:8314:0:597209,1
ch:1:sloid:8316:0:996211,0
ch:1:sloid:88654::1,1
ch:1:sloid:5667::2,1
ch:1:sloid:87425::1,1
ch:1:sloid:87426::2,0
ch:1:sloid:73738:0:475503,1
ch:1:sloid:2271:0:88518,1
ch:1:sloid:95419:0:204748,1
ch:1:sloid:8321:0:886771,0
ch:1:sloid:8391:0:442459,1
ch:1:sloid:89948:0:856460,0
ch:1:sloid:5557:0:1,0
ch:1:sloid:89558:0:917208,0
ch:1:sloid:89558:0:570044,0
ch:1:sloid:3086:0:582242,1
ch:1:sloid:89637:0:447358,1
ch:1:sloid:89637:0:20780,1
ch:1:sloid:5459::306401,1
ch:1:sloid:89555:0:460113,1
ch:1:sloid:89898:0:986307,1
ch:1:sloid:3057:0:,1
ch:1:sloid:3053:0:255834,1
ch:1:sloid:77372::2,0
ch:1:sloid:89648:0:716506,0
ch:1:sloid:88889:0:70581,0
ch:1:sloid:77375::3,0
ch:1:sloid:5892::1,1
ch:1:sloid:3495:0:744410,1
ch:1:sloid:2252:0:1,0
ch:1:sloid:92581:0:369543,1
ch:1:sloid:92543:0:575284,1
ch:1:sloid:92557:0:548019,1
ch:1:sloid:92573:0:635346,1
ch:1:sloid:3488:0:89565,0
ch:1:sloid:92545:0:198878,1
ch:1:sloid:92563:0:862859,1
ch:1:sloid:94232::2,1
ch:1:sloid:78766::2,1
ch:1:sloid:89950:0:787384,0
ch:1:sloid:92533:0:369423,1
ch:1:sloid:92587:0:461202,0
ch:1:sloid:92521:0:452447,0
ch:1:sloid:77387::1,0
ch:1:sloid:89552:0:224033,0
ch:1:sloid:89554:0:416547,1
ch:1:sloid:3965:0:663018,0
ch:1:sloid:78367:0:457410,0
ch:1:sloid:87599::1,0
ch:1:sloid:78369:0:557936,1
ch:1:sloid:78371:0:804463,1
ch:1:sloid:3671:0:1,1
ch:1:sloid:89908:0:787300,0
ch:1:sloid:88966:0:772273,0
ch:1:sloid:88962:0:361621,0
ch:1:sloid:78768::1,1
ch:1:sloid:3647:0:1,1
ch:1:sloid:3670:0:169113,1
ch:1:sloid:3446:0:1,1
ch:1:sloid:3681:0:1,1
ch:1:sloid:89895:0:191959,1
ch:1:sloid:89634:0:15434,1
ch:1:sloid:89635:0:59686,0
ch:1:sloid:89570:0:541540,0
ch:1:sloid:89576:0:580908,0
ch:1:sloid:79928:0:449650,1
ch:1:sloid:89586:0:732614,1
ch:1:sloid:89587:0:401614,1
ch:1:sloid:89589:0:176274,0
ch:1:sloid:3481:0:3887,1
ch:1:sloid:73478:0:799315,1
ch:1:sloid:87927::1,1
ch:1:sloid:79139:0:2,0
ch:1:sloid:3495:0:757047,0
ch:1:sloid:3495:0:757047,1
ch:1:sloid:89595:0:431338,1
ch:1:sloid:89597:0:809139,1
ch:1:sloid:73736:0:367374,1
ch:1:sloid:88653::2,0
ch:1:sloid:5667::1,1
ch:1:sloid:5121::1,1
ch:1:sloid:89563:0:401104,1
ch:1:sloid:89603:0:248774,0
ch:1:sloid:92560:0:411253,1
ch:1:sloid:92538:0:378080,1
ch:1:sloid:91548::346401,1
ch:1:sloid:78976::304302,0
ch:1:sloid:82102:0:161170,1
ch:1:sloid:89619:0:599976,1
ch:1:sloid:92575:0:712091,1
ch:1:sloid:92505:0:725963,0
ch:1:sloid:78769::2,0
ch:1:sloid:78769::2,1
ch:1:sloid:89620:0:512762,1
ch:1:sloid:95872:0:154283,1
ch:1:sloid:89627:0:916270,0
ch:1:sloid:78987::342202,0
ch:1:sloid:76465::335701,0
ch:1:sloid:87429::1,1
ch:1:sloid:87430::1,0
ch:1:sloid:77394::3,0
ch:1:sloid:10052:0:01,1
ch:1:sloid:73116::1,1
ch:1:sloid:73088::1,1
ch:1:sloid:73088::6,1
ch:1:sloid:8712:0:163578,1
ch:1:sloid:91393::1,1
ch:1:sloid:83492:0:656742,1
ch:1:sloid:74442:0:521466,1
ch:1:sloid:71710::2,0
ch:1:sloid:94416::2,1
ch:1:sloid:73129::1,0
ch:1:sloid:79872::1,1
ch:1:sloid:73117::2,0
ch:1:sloid:94777::1,0
ch:1:sloid:73120::1,0
ch:1:sloid:75153:0:779470,1
ch:1:sloid:5775::1,1
ch:1:sloid:5775::2,0
ch:1:sloid:73016:0:400817,1
ch:1:sloid:87102:0:01,0
ch:1:sloid:87112:0:01,0
ch:1:sloid:73108::1,0
ch:1:sloid:78855::113202,1
ch:1:sloid:5271::113701,1
ch:1:sloid:94776::1,0
ch:1:sloid:94550:0:01,1
ch:1:sloid:94969::125801,1
ch:1:sloid:90030:0:2,0
ch:1:sloid:90028:0:2,0
ch:1:sloid:89998:0:1,0
ch:1:sloid:88999:0:2,1
ch:1:sloid:90036:0:1,0
ch:1:sloid:89268:0:1,0
ch:1:sloid:88550:0:2,0
ch:1:sloid:90000:0:1,1
ch:1:sloid:76646:0:30,0
ch:1:sloid:90057:0:1,0
ch:1:sloid:90054:0:2,0
ch:1:sloid:82555:0:12,0
ch:1:sloid:89227:0:1,0
ch:1:sloid:90014:0:5,0
ch:1:sloid:90120:0:1,0
ch:1:sloid:90112:0:1,0
ch:1:sloid:90101:0:1,0
ch:1:sloid:90016:0:1,1
ch:1:sloid:90090:0:1,1
ch:1:sloid:90090:0:2,1
ch:1:sloid:90092:0:2,0
ch:1:sloid:2906:0:2,0
ch:1:sloid:79523:0:2,1
ch:1:sloid:89008:0:2,1
ch:1:sloid:90103:0:1,1
ch:1:sloid:71439:0:2,1
ch:1:sloid:81745:0:2,0
ch:1:sloid:93311:0:11,1
ch:1:sloid:71631:0:2,0
ch:1:sloid:88260:0:1,1
ch:1:sloid:88261:0:2,0
ch:1:sloid:78929:0:1,0
ch:1:sloid:71625:0:1,0
ch:1:sloid:71626:0:1,1
ch:1:sloid:71627:0:1,0
ch:1:sloid:71628:0:1,1
ch:1:sloid:78968:0:2,1
ch:1:sloid:78963:0:1,0
ch:1:sloid:78963:0:2,1
ch:1:sloid:82062:0:1,1
ch:1:sloid:82062:0:2,1
ch:1:sloid:3651:0:832913,0
ch:1:sloid:3653:0:,0
ch:1:sloid:5333:0:,0
ch:1:sloid:77523:1:51,0
ch:1:sloid:31480:0:385415,0
ch:1:sloid:31481:0:337109,1
ch:1:sloid:3651:0:,0
ch:1:sloid:7715:0:2,1
ch:1:sloid:91103::21,0
ch:1:sloid:91130::21,0
ch:1:sloid:80261::50,0
ch:1:sloid:80724::50,0
ch:1:sloid:91918:1:2,0
ch:1:sloid:91918:1:1,1
ch:1:sloid:9160:0:99642,0
ch:1:sloid:4353:0:01,1
ch:1:sloid:95138:0:2,1
ch:1:sloid:76102::50,0
ch:1:sloid:87347::50,0
ch:1:sloid:96084:0:70100,1
ch:1:sloid:76127::50,0
ch:1:sloid:87799::50,0
ch:1:sloid:87872:1:3,0
ch:1:sloid:76860:1:4,0
ch:1:sloid:91927:1:1,1
ch:1:sloid:91920:1:3,0
ch:1:sloid:91062::20,0
ch:1:sloid:91344::11,0
ch:1:sloid:91371::11,0
ch:1:sloid:91211::20,0
ch:1:sloid:96082:0:520143,0
ch:1:sloid:91424::11,0
ch:1:sloid:91054::23,0
ch:1:sloid:3177::50,0
ch:1:sloid:91217::20,0
ch:1:sloid:91267::20,0
ch:1:sloid:94239::11,0
ch:1:sloid:73657::12,0
ch:1:sloid:91101::12,0
ch:1:sloid:3350::50,0
ch:1:sloid:3355::50,0
ch:1:sloid:6899::15,0
ch:1:sloid:91122::20,0
ch:1:sloid:75920::50,0
ch:1:sloid:7526:0:2,0
ch:1:sloid:90077:0:15,1
ch:1:sloid:91284::21,0
ch:1:sloid:91212::20,0
ch:1:sloid:75948::50,0
ch:1:sloid:75977::50,0
ch:1:sloid:91333::20,0
ch:1:sloid:76265::50,0
ch:1:sloid:3169::50,0
ch:1:sloid:91036::21,0
ch:1:sloid:76072::50,0
ch:1:sloid:81577::1,0
ch:1:sloid:90947::10,0
ch:1:sloid:88804::1,0
ch:1:sloid:96115::51,0
ch:1:sloid:91000::11,0
ch:1:sloid:91182::11,0
ch:1:sloid:76227::52,0
ch:1:sloid:90805::52,0
ch:1:sloid:87651::20,0
ch:1:sloid:76181::10,0
ch:1:sloid:76286::50,0
ch:1:sloid:90554::50,0
ch:1:sloid:90817::50,0
ch:1:sloid:91045::21,0
ch:1:sloid:91021::10,0
ch:1:sloid:91115::10,0
ch:1:sloid:2907:0:1,1
ch:1:sloid:88426:1:3,1
ch:1:sloid:7190:0:304862,0
ch:1:sloid:4352:0:01,0
ch:1:sloid:91913:1:3,0
ch:1:sloid:87852::1,0
ch:1:sloid:74946::1,0
ch:1:sloid:74955::1,1
ch:1:sloid:74956::1,0
ch:1:sloid:76088::51,0
ch:1:sloid:74937::2,1
ch:1:sloid:74939::1,0
ch:1:sloid:74980::1,0
ch:1:sloid:91253::10,0
ch:1:sloid:90584::51,0
ch:1:sloid:90635::51,0
ch:1:sloid:87406:1:4,1
ch:1:sloid:87748:1:4,0
ch:1:sloid:91923:1:2,1
ch:1:sloid:91328::10,0
ch:1:sloid:91344::10,0
ch:1:sloid:3872::52,0
ch:1:sloid:87471:1:6,0
ch:1:sloid:91258::21,0
ch:1:sloid:91849::2,0
ch:1:sloid:90681::52,0
ch:1:sloid:91434::21,0
ch:1:sloid:3082::50,0
ch:1:sloid:91261::10,0
ch:1:sloid:91196::11,0
ch:1:sloid:75972::50,0
ch:1:sloid:95265::50,0
ch:1:sloid:76113::51,0
ch:1:sloid:75938::50,0
ch:1:sloid:80430::11,0
ch:1:sloid:80521::11,0
ch:1:sloid:76180::10,0
ch:1:sloid:90929::11,0
ch:1:sloid:7192:0:547453,0
ch:1:sloid:91443::50,0
ch:1:sloid:76583:1:4,0
ch:1:sloid:30785:0:85636,1
ch:1:sloid:76584:1:4,0
ch:1:sloid:90981::50,0
ch:1:sloid:91001::50,0
ch:1:sloid:89108::51,0
ch:1:sloid:90500::51,0
ch:1:sloid:87005::53,0
ch:1:sloid:90497::53,0
ch:1:sloid:91893::53,0
ch:1:sloid:87953::50,0
ch:1:sloid:91019::50,0
ch:1:sloid:90518::51,0
ch:1:sloid:81755::54,0
ch:1:sloid:91400::50,0
ch:1:sloid:91828::50,0
ch:1:sloid:94283::50,0
ch:1:sloid:90574::51,0
ch:1:sloid:88139::50,0
ch:1:sloid:88533::50,0
ch:1:sloid:95406::50,0
ch:1:sloid:96077::50,0
ch:1:sloid:90606::51,0
ch:1:sloid:90202::50,0
ch:1:sloid:3195::51,0
ch:1:sloid:3196::51,0
ch:1:sloid:90540::50,0
ch:1:sloid:3865::51,0
ch:1:sloid:3872::51,0
ch:1:sloid:91066::10,0
ch:1:sloid:88045::50,0
ch:1:sloid:6961::51,0
ch:1:sloid:73575::51,0
ch:1:sloid:90899::51,0
ch:1:sloid:82398::11,0
ch:1:sloid:88059::50,0
ch:1:sloid:88094::50,0
ch:1:sloid:90217::50,0
ch:1:sloid:90995::51,0
ch:1:sloid:3083::20,0
ch:1:sloid:3084::20,0
ch:1:sloid:90466::50,0
ch:1:sloid:91153::21,0
ch:1:sloid:91164::21,0
ch:1:sloid:90523::50,0
ch:1:sloid:91357::51,0
ch:1:sloid:90611::50,0
ch:1:sloid:76114::51,0
ch:1:sloid:76169::51,0
ch:1:sloid:76188::51,0
ch:1:sloid:76201::51,0
ch:1:sloid:3177::52,0
ch:1:sloid:90699::50,0
ch:1:sloid:76251::51,0
ch:1:sloid:73710::52,0
ch:1:sloid:73555::50,0
ch:1:sloid:90777::50,0
ch:1:sloid:81538::51,0
ch:1:sloid:87799::51,0
ch:1:sloid:90552::52,0
ch:1:sloid:90940::52,0
ch:1:sloid:76013::50,0
ch:1:sloid:90853::50,0
ch:1:sloid:90889::50,0
ch:1:sloid:87952::51,0
ch:1:sloid:3866::53,0
ch:1:sloid:76090::53,0
ch:1:sloid:88985::51,0
ch:1:sloid:95510::50,0
ch:1:sloid:88037::50,0
ch:1:sloid:88097::50,0
ch:1:sloid:88502::50,0
ch:1:sloid:90753::51,0
ch:1:sloid:90765::51,0
ch:1:sloid:90805::51,0
ch:1:sloid:88017::51,0
ch:1:sloid:90517::50,0
ch:1:sloid:90603::50,0
ch:1:sloid:90843::51,0
ch:1:sloid:90877::51,0
ch:1:sloid:90946::51,0
ch:1:sloid:91312::10,0
ch:1:sloid:89512::50,0
ch:1:sloid:76178::12,0
ch:1:sloid:90514::50,0
ch:1:sloid:91080::51,0
ch:1:sloid:91156::20,0
ch:1:sloid:91140::21,0
ch:1:sloid:90568::50,0
ch:1:sloid:90576::50,0
ch:1:sloid:90589::50,0
ch:1:sloid:91224::21,0
ch:1:sloid:91346::21,0
ch:1:sloid:95264::51,0
ch:1:sloid:3167::50,0
ch:1:sloid:90652::50,0
ch:1:sloid:76225::51,0
ch:1:sloid:76228::51,0
ch:1:sloid:73552::50,0
ch:1:sloid:76281::51,0
ch:1:sloid:90983::52,0
ch:1:sloid:3373::53,0
ch:1:sloid:90858::50,0
ch:1:sloid:90860::50,0
ch:1:sloid:76124::53,0
ch:1:sloid:76234::53,0
ch:1:sloid:76024::50,0
ch:1:sloid:76059::50,0
ch:1:sloid:87947::51,0
ch:1:sloid:87983::51,0
ch:1:sloid:76260::54,0
ch:1:sloid:6899::56,0
ch:1:sloid:79969::50,0
ch:1:sloid:80432::50,0
ch:1:sloid:90493::51,0
ch:1:sloid:95264::60,0
ch:1:sloid:91826::50,0
ch:1:sloid:76274::71,0
ch:1:sloid:90650::51,0
ch:1:sloid:30812::13,1
ch:1:sloid:80521::13,1
ch:1:sloid:90653::51,0
ch:1:sloid:90662::51,0
ch:1:sloid:90677::51,0
ch:1:sloid:3390::51,1
ch:1:sloid:73162::51,1
ch:1:sloid:73553::51,1
ch:1:sloid:91414::13,1
ch:1:sloid:88552::15,1
